DATAFLOW,LAST UPDATE,freq,unit,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,EE,2021-Q4,1.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,EL,2019-Q3,-1.7,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,EL,2019-Q4,5.0,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,EL,2020-Q1,3.3,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,EL,2020-Q2,-4.2,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,EL,2020-Q3,1.8,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,EL,2020-Q4,2.7,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,EL,2021-Q1,3.2,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,EL,2021-Q2,6.8,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,EL,2021-Q3,7.9,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,EL,2021-Q4,1.4,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,ES,2019-Q3,1.2,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,ES,2019-Q4,1.9,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,ES,2020-Q1,3.2,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,ES,2020-Q2,3.6,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,ES,2020-Q3,4.9,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,ES,2020-Q4,7.5,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,ES,2021-Q1,4.7,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,ES,2021-Q2,4.7,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,ES,2021-Q3,3.4,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,ES,2021-Q4,0.0,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FI,2019-Q3,2.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FI,2019-Q4,0.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FI,2020-Q1,-2.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FI,2020-Q2,-4.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FI,2020-Q3,-2.2,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FI,2020-Q4,3.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FI,2021-Q1,4.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FI,2021-Q2,5.2,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FI,2021-Q3,3.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FI,2021-Q4,1.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FR,2019-Q3,0.6,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FR,2019-Q4,0.2,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FR,2020-Q1,-3.8,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FR,2020-Q2,-16.3,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FR,2020-Q3,0.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FR,2020-Q4,-0.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FR,2021-Q1,3.3,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FR,2021-Q2,19.6,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FR,2021-Q3,3.3,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,FR,2021-Q4,5.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HR,2019-Q3,4.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HR,2019-Q4,8.2,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HR,2020-Q1,5.8,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HR,2020-Q2,6.5,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HR,2020-Q3,6.9,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HR,2020-Q4,2.5,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HR,2021-Q1,0.2,e
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HR,2021-Q2,11.3,e
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HR,2021-Q3,-0.6,e
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HR,2021-Q4,17.4,e
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HU,2019-Q3,-1.0,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HU,2019-Q4,2.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HU,2020-Q1,0.3,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HU,2020-Q2,-14.3,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HU,2020-Q3,-1.8,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HU,2020-Q4,-7.0,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HU,2021-Q1,3.0,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HU,2021-Q2,8.1,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HU,2021-Q3,1.5,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,HU,2021-Q4,3.2,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IE,2019-Q3,5.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IE,2019-Q4,5.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IE,2020-Q1,1.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IE,2020-Q2,9.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IE,2020-Q3,8.4,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IE,2020-Q4,13.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IE,2021-Q1,9.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IE,2021-Q2,4.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IE,2021-Q3,2.8,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IE,2021-Q4,1.6,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IS,2019-Q3,2.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IS,2019-Q4,1.2,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IS,2020-Q1,4.0,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IS,2020-Q2,2.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IS,2020-Q3,2.4,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IS,2020-Q4,1.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IS,2021-Q1,1.3,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IS,2021-Q2,0.4,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IS,2021-Q3,-0.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IS,2021-Q4,-0.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IT,2019-Q3,0.0,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IT,2019-Q4,-0.8,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IT,2020-Q1,0.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IT,2020-Q2,-1.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IT,2020-Q3,0.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IT,2020-Q4,3.0,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IT,2021-Q1,2.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IT,2021-Q2,4.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IT,2021-Q3,3.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,IT,2021-Q4,2.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LT,2019-Q3,-0.8,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LT,2019-Q4,-0.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LT,2020-Q1,-0.3,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LT,2020-Q2,-1.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LT,2020-Q3,-0.3,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LT,2020-Q4,0.0,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LT,2021-Q1,-1.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LT,2021-Q2,1.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LT,2021-Q3,0.6,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LT,2021-Q4,0.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LU,2019-Q3,4.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LU,2019-Q4,3.4,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LU,2020-Q1,5.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LU,2020-Q2,2.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LU,2020-Q3,6.3,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LU,2020-Q4,8.0,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LU,2021-Q1,2.3,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LU,2021-Q2,6.1,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LU,2021-Q3,0.8,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LU,2021-Q4,3.1,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LV,2019-Q3,6.3,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LV,2019-Q4,5.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LV,2020-Q1,8.4,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LV,2020-Q2,6.4,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LV,2020-Q3,7.6,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LV,2020-Q4,7.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LV,2021-Q1,3.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LV,2021-Q2,8.3,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LV,2021-Q3,5.6,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,LV,2021-Q4,4.6,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,MT,2019-Q3,2.2,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,MT,2019-Q4,3.0,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,MT,2020-Q1,-0.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,MT,2020-Q2,15.3,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,MT,2020-Q3,18.8,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,MT,2020-Q4,18.0,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,MT,2021-Q1,22.2,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,MT,2021-Q2,-1.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,MT,2021-Q3,5.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,MT,2021-Q4,-1.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NL,2019-Q3,2.9,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NL,2019-Q4,2.3,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NL,2020-Q1,-1.2,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NL,2020-Q2,-7.1,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NL,2020-Q3,2.4,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NL,2020-Q4,1.1,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NL,2021-Q1,2.0,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NL,2021-Q2,13.5,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NL,2021-Q3,4.1,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NL,2021-Q4,6.7,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NO,2019-Q3,0.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NO,2019-Q4,0.8,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NO,2020-Q1,-0.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NO,2020-Q2,-6.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NO,2020-Q3,-1.1,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NO,2020-Q4,1.8,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NO,2021-Q1,0.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NO,2021-Q2,9.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NO,2021-Q3,6.3,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,NO,2021-Q4,2.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,PL,2019-Q3,7.5,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,PL,2019-Q4,5.0,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,PL,2020-Q1,2.9,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,PL,2020-Q2,3.3,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,PL,2020-Q3,3.2,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,PL,2020-Q4,7.7,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,PL,2021-Q1,2.2,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_PCH_SM_HAB,NSA,P31_S13,PL,2021-Q2,4.0,
