DATAFLOW,LAST UPDATE,freq,unit,s_adj,indic,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2018-09,4.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2018-10,4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2018-11,3.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2018-12,3.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2019-01,3.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2019-02,3.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2019-03,3.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2019-04,3.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2019-05,3.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2019-06,3.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2019-07,4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2019-08,4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2019-09,3.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2019-10,3.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2019-11,3.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2019-12,3.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2020-01,3.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2020-02,3.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2020-03,3.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2020-04,3.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2020-05,3.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2020-06,4.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2020-07,4.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2020-08,4.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,UK:United Kingdom,2020-09,5.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2018-01,4.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2018-02,4.4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2018-03,4.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2018-04,3.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2018-05,3.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2018-06,4.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2018-07,4.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2018-08,3.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2018-09,3.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2018-10,3.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2018-11,3.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2018-12,3.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2019-01,4.4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2019-02,4.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2019-03,3.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2019-04,3.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2019-05,3.4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2019-06,3.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2019-07,4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2019-08,3.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2019-09,3.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2019-10,3.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2019-11,3.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2019-12,3.4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2020-01,4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2020-02,3.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2020-03,4.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2020-04,14.4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2020-05,13,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2020-06,11.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2020-07,10.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2020-08,8.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2020-09,7.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2020-10,6.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2020-11,6.4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2020-12,6.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2021-01,6.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2021-02,6.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2021-03,6.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2021-04,5.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2021-05,5.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2021-06,6.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2021-07,5.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2021-08,5.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2021-09,4.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2021-10,4.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2021-11,3.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2021-12,3.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2022-01,4.4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,US:United States,2022-02,4.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2018-01,5.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2018-02,5.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2018-03,5.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2018-04,5.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2018-05,4.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2018-06,5.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2018-07,5.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2018-08,5.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2018-09,5.4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2018-10,5.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2018-11,4.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2018-12,5.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2019-01,4.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2019-02,5.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2019-03,4.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2019-04,4.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2019-05,4.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2019-06,4.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2019-07,4.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2019-08,5.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2019-09,4.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2019-10,4.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2019-11,4.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2019-12,4.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2020-01,4.4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2020-02,4.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2020-03,4.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2020-04,6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,SA:Seasonally adjusted data,LM-UN-T-TOT:Unemployment according to ILO definition - Total,AT:Austria,2020-05,7,,
